cleaned_content,sentiment
apalikasi mahal gak wortitapalagi gofodnya biaya kiiriman ampun dahhhhdiskon gak adalebih byk pake grab lbh byk diskon,0
cepatramahdan bersihh bangett sihh,2
bantu,2
driver yg terima order plosok dalam gocar,0
tunggu driver lokasi mudah jangkau tolong baik,0
ok,2
bantu,2
top markotop,2
kondisi cuaca hujan jemput antar lokasi yg rada banjir,2
guna,2
respon cepat tingkat,2
aman ramah drivernya,2
mudah praktis,2
mantaab,2
good job for gojek and it was great app,2
driver cepat jemput nya,2
x pakai apk x batalin order karna driver nya bilang lokasi penjemputanya pas order x nya dicancel driver nya bilang salah karna batalin order bener aja batalin order karna sepakat driver kecewa berat,0
siiippp,2
yg kasih bintang jelek gk pke gojekbanyak bacot gk tau dirinaik ojek pangkal sono,2
gajelas ngasih ga ditampilin tolol,0
,2
kendara yg layak pake biar cepat ga lambat tuju respon cepat tanggap trimakasih sukses slalu gojek,2
ok,2
ok,2
bantu,2
mntap,2
gak pakai aplikasi drivernya malas gak ambil order mau,0
bantu guna pesan telat batal,0
banyakin promo nya,1
food ongkir mahal apk belah jarak deket pas tau driver terima ongkir cirebon,0
keren pesan cepeat,2
ok sip,2
yah,2
ongkir nya jgn mahal mahal ya bnyakin promo promo,2
banyak tolak driver,0
bantu,2
buruk map uda titik nya ngaco mana dravernya gak tau jln mending ikutin arah coustamernya jgn sok tautiap sy pakai gojek dgn hrg sdh rubah sm dravernya harga tinggidr gojek udah harga dravernya main harga gopay sy main potong ajasagat burukkkkkk,0
ok,2
muas mie pangsit khas malang kirim cepat driver yg sopan terimakasih buanyaak,2
ok,2
mantap,2
gojek tolong kondisi driver ambil order jemput karna batalin takut rating turun,0
layan baik,2
layan ramah cepat,2
iya menit kira ga ubah stuck aja menit pd menit sen gofood hemat pakai cs bot deh chat orang asli chat pilih text,0
good,2
gojek wokeee,2
bantu,2
beli susu aja muter tol deket rumah deket,0
aplikasi payah pesan gocar drivernya gak gerak posisi good job maxim grab,0
mantan betol,2
kali nunggu gak dapet driver ga pasti gojek total nunggu jam menit an ga dapet beda belah dapet kendala kayak gin pindah aja platform belah,0
okeeee baaangeeet,2
uda aplikasi muncul iklan scroll ig fb dll jengkel,0
sen grofood jam kemacetanuar bye,0
driver dket tp gamau ngambil order kocak hadeh,0
mantap,2
baguskalau go foodnya promo ya,2
pesan batal,0
mantap,2
bantu,2
susah dapet driver gocar kalo cuaca hujan posisi rute benah,0
cari driver biaya tambah mahal biaya tambah makan porsi,0
ongkir gofoodnya skrg mahal maaf,2
sen gojek motor utk saudara drivernya muter kejauahan ngak tau dicancel driver nya gimana trs sen pakai aplikasi ojol dpt notif dpt driver dr gojek yg td udah tercancel kesan pesan lg,0
kecewa,2
solusi perut lapar males masakmales,2
maksa bangettt ga refunnn oi dah laperrr niii wasu,0
order makan gofood ga fitur batal suka kesel banget udah nunggu eh makan yg beli habis ujungujungnya suruh ganti yg toko suruh cancel toko nya maksa gabisa cancel,0
ya,2
mantap,2
sempurnaa,2
neng bangakin diskon potong nyahratis ongkir,2
aplikasi error cepat terkadang bag visual order voucher top up saldo masuk voucher error akibat harga oke ulang voucher hilang mahal tolong baik kualitas aplikasi layan nya,0
pesan gofood dicancel,0
cari driver inti,0
cepat ramah,2
oke sih tp tolong knp ga ulas foto gofood sbg beli liat realpict nya,2
moga baru simpel nyaman,1
jos,2
lebih sih udh oke tp sebel pas hujan sen makan laper nya susah bgt dpt driver pdhal hujan nya udh reda,1
oke,2
,2
saran aja gofood sistem rubah pesan terima resto trs langsung cari drivernya udah nunggu makan jam cancel resto gara ga driver kasi restonya udh nyiapin makan batalin gara gaada driver yg ambil,0
aplikasi payah yaaah pakai,2
susah dapet driver udah gitu gk batalain restonya gk chat aplikasi udah laper mesti nunggu dapet driver yg gak tau kpn dptnya keburu gerd,0
aplikasi bantu kasi driverny kena potong mulu,0
mantep boloo,2
isi etoll flazz saldo gopay kurang tpi saldo etoll tambah bukti top gopay masuk alas aku salah sistem layan buruk uang layan,0
masuk gojek kali customer mes goride driver yg jarak aplikasi driver lokasi jemput efisien kasihan driver yg jarak yg terima order tolong benah gojek,2
pesan makan udh jam tp gaada driver ambil metode bayar udah reguler loh tindak lanjut driver suka skip order sebal buang buang banget lelet sebal gak kali aja sering pesan makan jam sampe rumah jam an,0
driver nya pilih kalo murah up klo mahal terima suka,0
bagussss,2
udah kalo order gofood datang makan lamaaa yg reguler kayak sistem rubah order langsung kasih driver aja kayak yg jgn kasih resto resto yg aplikasi merchant nya gak on hpnya gak standby resto kalo kek gin males order gofood,1
jemput ok,2
asli puas kadang jemput nya banget kalo tumpang lupabarangnya tinggal driver hubung nggk susah hubung tolong tata tolong pilih nerima drivernya kalo bina gojek dll nya bikin kecewa orang,0
tolong gocar yg ga ambil order jarak deket putus mitra ajh butuh rs susah bgt nyari nya allahu akbar,0
ok,2
canceledit pesan gofood gimana kalo human error gak sengaja pencet tolong baik,0
good aplikasi,2
helpfull,2
muas,2
tarif naik manusia manusia,2
bapak ramah,2
oke laah,2
puas pake gojekbanyak voucher nya murah dn kirim nya cepatmemuaskan,2
layan bagus,2
mantul,2
gopaylater bayar lancareh blokir,0
cari driver,0
gampang eror,0
bagus,2
aneh nya kadang hp mati diskon ilang maohon baik kk makas,2
mantap,2
mantap,2
membntu,2
bagusss,2
pesan batal karna merchant tutup rekening debit refund upgrade account vip layan muas otw mati langgan alih gojek,0
bagus,2
mantap tambahin promonya yach biar patent,2
good app,2
kelola aplikasi gojek tolong tekan mitra driver gocar utk proaktif bantu tumpang yg disabilitas geraksakitlansia naikturun unit,2
good,2
pesan gosend jam pesan driver gak gerakgerak hubung susah coba ganti driver gak gerak susah hubung tiga batal kali garagara gak gerak susah hubung drivernya jarak menit posisi si driver lokasi gilir udah aja lokasi aplikasi menit total jam selesai,0
drevernya sabar sabar banget,2
gak ubah pesan ubah biar pake vouchernya gak aja pesan,0
aman,2
aplikasi mudah cepat bantu,2
susah cari driver,0
mantap nih,2
mantabs,2
senang,2
bags,2
aplikasi nya guna banget tolong kasih diskon hehe,2
bagus,2
drivernya sombonggg g ramah jugaa klo dapet driver lamaaaa bgt bgt alas bilang jauh lahh lahhhh estimasi tiba menit susahh bgt driver nyantolnya so maaf bintang nya rangin deh,1
tolong baik maps nya tdi sen sesuai alamat titik nya alamat tulis tolong seleksi drivernya banyak orang gak sabar jalan,0
gomart nya ga sesuai aplikasi ga sesuai harga marah kecewa banget,0
barusan sih gua dapet aplikasi proses daftar asli banget,0
gojek kalo nyewain motor listrik driver cek motor layak engga driver udah bayar sewa dapet motor yg ga layak aplikasi yg nilai drivernya,0
saldo potong jago,0
aplikasi gak otomatis order sndiri tahu milik akun,0
adain flashsale,2
bantu,2
lumayan,2
aplikasi ga mahal gaada pencet pesan pes,0
good aplikasi transportasi,2
klik lokasi dekat muncul resto atas yg alamat pdhl cabang yg stlh sy pilih bayar nama jalan lengkap rangkum mesan apps error sort bkn dr lokasi dekat atas tampil yg lokasi bikin lapar,0
bantu,2
mantep,2
oke,2
trimakasih,2
mantab,2
alam yg senang gocard supir,2
saldo kurang krn order fiktif,0
gbisa psn makan eror melulu jir,0
ok,2
mantao,2
abang nya budek,0
cepat,2
mantap gojek,2
mantap,2
maaf banget klo ngasih bintang utk app nya si oke aja tp driver gojek buruk dibnading driver app sy gak kasih bintang klo cm driver yg gak drivernya driver gojek drjver gofoodnya,0
kadangkadang driver jemput henti jalan gak hubung banget ngasih driver jarak parah estimasi nyata asli menit bilang cumab menit,1
oke,2
mantap,2
bantu,2
cepat mudah erti guna,2
susah login kenal wajah gagal,0
good,2
bantu apa yg butuh,2
mantap,2
bagussss,2
good,2
bantu tp kadang tdk bantu brg bawa,1
keren,2
beli kuota masuk,0
good,2
wahh,2
susah hapus akun,0
bantu butuh penting hari,2
mudah,2
bagus guna bangett,2
nice and clean,2
mudah aktifitas,2
ok,2
jelek,0
aman driver santai ui aplikasi ramah guna pokok best deh kembang sesuai butuh konsumen,2
good,2
ok,2
mantep,2
ok,2
bantu terkadang pulang sekolah jemput driver ramah cancel jarak sekolah rumah menit lumayan terimakasih aplikasi gojek harap maju depan,2
layan cepat nyaman,2
saldo kuras rb notifikasi ga top up nnt raib dana kembali tipu,0
nomer daftar gojek hilang gk tf bang karna kartu nya hilang saldo situ gk login rugi,0
,2
angkut yg mudah d aman nyaman,2
tolong kl terima calon driver seleksi dl manusia nya yg bodoh tolol nyolot,0
pakai udah gk susah mesen makan yg jarak,2
nyaman lancar,2
ramah,2
draever nya sopan,2
mantul,2
bagussss,2
gk log in pakai perangkat recognition wajah gagal kacau kayak pindah pakai aplikasi belah ok skrng selesai trimakasih,2
tolong kalo bawa uang kembali kayak gin kembalianya lumanyan kgk kembali nya hasil beli,0
ngirim barang gosend pilih barang yng berat kg karna barang berat kg tpi driver suruh batalin karna gocard max kg tulis max kg guna kalo berat ga segitu aja gamau tolong dibenerin sistem buru cepet kirim chatannya drivernya pas driver bilang max kg,0
senang gojek,2
mantap,2
bantu berpergianbagi yg kendara mesan makananterus tingkat,2
kalo pesan gocar dicancle drivernyapadahal ga titik jemput jam blm dapet gocarakhirnya pake gojek bawa ank bayi balita susah bgt dapet gocar knpa sih,1
aplikasi bagus,2
gojek indonesia thr uang tunai saldo gopay mitra driver gaji ump sumpahin dsu gojek indonesia bakar habis sumpah salah mitra driver gojek indonesia,0
cepat murah,2
mantap mennn,2
dasar aplikasi sampah,0
bantu,2
ok,2
masuk apk susah masuk pakai akun pakai nomor suruh masuk nomor engga aktif engga mau sesuai pandu aja teputarputar engga daftar,0
harga udah ga masuk akal,0
mohon tingkat unt service,2
suru vrevikasi akun trus uda hubung akun gopai akun no imel mas aja gagalsyang gopai uda ngga buka apalgi akun nya kaitin gopaiklau bjak nya coba yg dibajakngga da isih nyaemang akun gojek suru privikasi ngga aplikasi sampah nyusain orguda kali lebi kali ngga siang ngga pagi ngga mlammasi salhain koneksi internetuda ngga usa lari dri kslhan,0
keren,2
recommended,2
bantu dadak,2
good promonya ongkir,2
baguss layan ny,2
belanja gomart suka disc tpi disc jg nipu biaya tangan sampe ongkirnya gila pdhal jarak gk parah sih gojek ttep aja product yg beli lgi disc tpi biaya tangan plus ongkir sgtu mahal mlah gede yg hrus dibyar,0
mantap,2
trimakasi,2
mantap,2
driver nya sombong ngak niat kerja,0
bagus diskon vouchernya logging perangkat gampang,2
gojek mantapp,2
good,2
good,2
jos,2
gak wort it gojek gofud mahal ongkirnya banding harga makan pesan harga rb ongkir nya smpe rb nguras saldo orang gimana kembang apk tuju jangkau kalang masyarakat tengah bawah gimana jangkau down rate liat x lipat mahal lohh waras pilih apk belah mending skip,0
bantu klw gak masak gofoodmau tinggal kliksudah thn pakai app,2
ramah lingkung,2
layan nya bagus,2
mantap,2
aplikasi nih ga buka,2
mantap,2
y stlh isi survey dpt saldo tpi pdhl sdh slsi isi survey dn ad ktrangan saldo msuk stlh mnt tpi smpe skrg gk hoax,0
mantap,2
ok,2
bagus tpi minimal banyakin voucher ya min hehe,2
gojek is the bessstt,2
kirim kerja cepat,2
ragu ojek online layan oke bgt,2
puas layan cs nya cepat tanggap dlm merespon selesai lapor trmksh cs gojek,2
,2
bantu,2
good aplikasi,2
pesan rokok payah,0
,2
lambat cari driver nyabikin orang sakit perut doank,0
layan oltimal,2
aplikasi gak respons gak pencet menu menu udah terupdate,2
,2
aplikasi gojek bantu dlm cari makan minum antar paket beli barang dgn qris,2
aplikasi bantu,2
cool,2
selamat coba aplikasi,0
saran lu mesen mending klo pesan batal udah engga batalin nunggunya super beli aja alas nyari driver langsung resto nya emang kalo gojek mah aplikasi nya suka eror orang samawhatt udah keluh cs tau tau nya yg bales bot komputer dah pokok rekomended,0
iklan aplikasi menggaggu,0
bug,0
alas tolak gopay later,0
lambat bgt nyariin driver nya,2
keren,2
iklan gosen jam menggangu hp iklan gk manfaat kopetb,0
mantap,2
rusak lu jekorder food sampe nunggu jam bayar make acengreguler aja ga beda nya,0
aplikasi lot,0
kirim,2
skr gocar rewel banget ya sulit byk batal,2
goodjob,2
pesan go food telat order go food gak ambil sam driver driver,0
bantu bgt,2
slalu okedan,2
sen ambil yg jam selesai jam selesai dapet driver bnaget ga hujan gmana,0
moga apk iokal jaya,2
driver oke titik maps aneh susah ngepasin salah tolong benerin maps nya,0
aplikasi bantu,2
ok,2
buruk banget sen gojek gocar aja gabisa pencet menu nya,0
selesai,2
ok,2
jos king and amazing,2
ok,2
gercep drivernya,2
ubin namaa,0
mantap,2
sungguh bantu,2
mantap,2
,2
bantu jalan orang waktu mepet,2
top,2
daftar gojeg gk,2
sen gk sengaja pencet cash ken batalin gk ya pada detik,0
harga gak masuk akal mesen gojek kampus harga normal sampe kali lipat banding aplikasi belah harga ttp normal,0
ongkos kirim dll gak masuk akal bgt,0
mantapp,2
bagus bantu,2
naek tarif ntar ditinggalin langgan loh kabur,2
nyari drivernya susah ojek pikup barang sekali dibatalin drivernya wilayah jakarta drivernya pilih pilih jarak ongkos,0
good,2
apa gofood nunggu jam gabisa chat resto,0
cepet,2
males banget gojek kali gomart barang kosong kurang nota kena ongkir unistal aj update kalu barang nya ksoong,0
tanks you,0
mantap,2
banyakin promo yaw,2
order gofood prank driver fiktif ngelamain rugi gunta ganti driver gofood fiktif,0
jajah era modern,0
bintang dlu yaa download,2
salah sen gofood tp ga cancel detik kasih rentang detik kek,0
email udh daftar gojekmau buka akun lupa pakai nomer yg manapemulihan akun tetep gbisatrus gmn,0
good,2
guna hemat promo,2
senang,2
asik skrol nambah menu eh metode kirim hemat nya ilang emang gak konsisten ni gojek,0
,2
suka aplikasi nya,2
ya bagus,2
terimakasih gojek mudah promonya,2
murah bgt,2
ramah sopan,2
promo,2
ok banget,2
lumayan cepat tumpang,2
bantu,2
mantaappp,2
mudah butuh dadak maps nya akurat,2
layananya bagus muas,2
ok,2
mudah,2
bantu,2
bantu,2
sen makan kirim udah cepat,2
keren harga aman tp kasi drivernya kasih bonus biar semangat hidup kel nya,2
seringg banget pake aplikasi ini,2
bagus,2
kali gunain but alam oke,2
good,2
hak ongkos driver kurang slot langgan bayar ongkir mahal,0
bagussss,2
sangaat bantu,2
top mantap is the bestt,2
mantap,2
ramah,2
iklan info diskon nyata diskon siiip layan cepat,2
baik mahal,2
bagus,2
bagus,2
ubah menu salah pilih gak harga kalo beda harga wajar bantu tp gak bantu,0
andai aju gopay later mudah,2
kurir ramah,2
good,2
bantu,2
layan hemat sedia driver ngeluh nya konsumen hapus konsumen gak pakek konsumen yg antem driver perkara driver nya kasih paham konsumen pilih layan yg murah tp gak disinisin driver ngasih driver bintang mutus rejeki tpi drivernya ngeluh jalan salah alamat ngeluhnya konsumen tolong regulasi tinjau,0
,1
ribet login pilih email wa sms gua pilih wa memasukin kode otp nya pinta otp email gua email nya tida aktif udah az gua coba email otp sisi gua lupa pasword pilih lupa pasword email aplikasi tolol gua pilih grab lalamove aja,0
mantap,2
cs gojek gopaypinjam beratitude jatuh tempo ancam sebar data pribadi direkomendasika pinjam uang usaha gopaypinjam payah pilih kerja cs,0
mantap,2
driver ngeselin banget yg cancel ga gerak bilang nya tunggu ga gerak gerak coba driver ojol gamau ambil tumpang mendinggan ga ojol kalo gitu nya apk ojol mudah org org ya ko snewen yg pesan ojol nya tolong kasih toleransi ojol kasih ingat keras,1
bantu,2
langgan yg order gocar utk aktif menu cari cepat pki,0
aplikasih masuk chat orang driver nya tolong,0
nyari driver gak voucher motong saldo langgan gojek plus gak promo sampahh,0
duit gopay gua ga tf alas upgradedokumen sdh lengkappoto selfi sdh tp knp sllu tolakkembalikan duit gua,0
good,2
mantap,2
mantap,2
aman kendali,1
lokasi driver eror,0
bantu,2
kasih bintang dullu karna gopay pinjamh limit aju x tolak nunggu bulan transaksi sya gojek transaksihari buka pinjam nya kallo acc bintang tq gojek in gopinjaman sya aju aju gojek karna tolak limit terteratolong acc aju sya gojek bintang nya sya turun dullu,0
promo donk,2
pake gojek poko sat set,2
verifikasi wajah update baru jdi sulit pindah perangkat,0
good,2
ya gitu deh,2
layan muas,2
terbaikkk,2
mantab,2
aplikasi gocar nya bagus cencal alesannya jarak harga murah macet bla bla bla bla,2
mesan gofood tambah pesan telat nunggu jaman pesan kali resto chat ambil pesan driver tibatiba cancel pesan gofood pilih pesan pick up sendiridan pesan gofood toko tutup tiidak info butuh menu habis info,2
bantu segala kondisi,2
menit mesan gocar gerak mobil hujan drivernya tolong pantau,0
bantu,2
sebel bgt dapet drivernya mulu deket rumah driver bawa orangtua rs aja nunggunya sampe jam urgent bgt amit tolong gojek yg bener cariin driver susah orang,0
,2
konyol order kasih driver yg drop tumpang dlu emng sengaja mw pake go jek biar cepet,1
makasih hadir goride hemat banyakin promo yaww,2
top deh poko,2
tolong kalo ujan cepat cari drivernya ujan gamau drivernya,0
good,2
senang,2
mantap,2
okeed bagus,2
ok,2
moga depan nya gojek bagus,2
on time goridenya,2
driver oon g gerak mnding gausa ambil org buru,0
kecewa banget gojek banget bug trs susah banget dapet pengemuditrs dpt gojek yg bilang dh jalan skrng ga pake make sekolah semenjak bgitu ga dlu,0
